"gene_id","control_mean"
"ENSG00000185662","ENSG00000185662",0
"ENSG00000185664","ENSG00000185664",4.26666666666667
"ENSG00000185666","ENSG00000185666",1645.13333333333
"ENSG00000185668","ENSG00000185668",88.9333333333333
"ENSG00000185669","ENSG00000185669",119.966666666667
"ENSG00000185670","ENSG00000185670",248.233333333333
"ENSG00000185674","ENSG00000185674",9.16666666666667
"ENSG00000185681","ENSG00000185681",7.76666666666667
"ENSG00000185684","ENSG00000185684",580
"ENSG00000185686","ENSG00000185686",0.766666666666667
"ENSG00000185689","ENSG00000185689",15
"ENSG00000185697","ENSG00000185697",184.466666666667
"ENSG00000185700","ENSG00000185700",0
"ENSG00000185701","ENSG00000185701",0
"ENSG00000185710","ENSG00000185710",319.2
"ENSG00000185716","ENSG00000185716",732.5
"ENSG00000185721","ENSG00000185721",386.266666666667
"ENSG00000185722","ENSG00000185722",2860.36666666667
"ENSG00000185728","ENSG00000185728",1373.33333333333
"ENSG00000185730","ENSG00000185730",348.866666666667
"ENSG00000185736","ENSG00000185736",2384.8
"ENSG00000185737","ENSG00000185737",889.966666666667
"ENSG00000185739","ENSG00000185739",39.7
"ENSG00000185742","ENSG00000185742",1343.96666666667
"ENSG00000185745","ENSG00000185745",497.1
"ENSG00000185753","ENSG00000185753",291.8
"ENSG00000185758","ENSG00000185758",3.63333333333333
"ENSG00000185760","ENSG00000185760",1503.3
"ENSG00000185761","ENSG00000185761",24.3
"ENSG00000185774","ENSG00000185774",551.966666666667
"ENSG00000185775","ENSG00000185775",2.56666666666667
"ENSG00000185787","ENSG00000185787",2686.83333333333
"ENSG00000185792","ENSG00000185792",0.2
"ENSG00000185798","ENSG00000185798",44.8333333333333
"ENSG00000185800","ENSG00000185800",1482.53333333333
"ENSG00000185803","ENSG00000185803",178.8
"ENSG00000185808","ENSG00000185808",394.466666666667
"ENSG00000185811","ENSG00000185811",185.633333333333
"ENSG00000185813","ENSG00000185813",683.933333333333
"ENSG00000185818","ENSG00000185818",4646.03333333333
"ENSG00000185821","ENSG00000185821",0.0666666666666667
"ENSG00000185823","ENSG00000185823",121.633333333333
"ENSG00000185825","ENSG00000185825",1177.33333333333
"ENSG00000185829","ENSG00000185829",1151.13333333333
"ENSG00000185834","ENSG00000185834",2.86666666666667
"ENSG00000185837","ENSG00000185837",7.03333333333333
"ENSG00000185838","ENSG00000185838",129.566666666667
"ENSG00000185839","ENSG00000185839",2.76666666666667
"ENSG00000185842","ENSG00000185842",153.8
"ENSG00000185847","ENSG00000185847",1.33333333333333
"ENSG00000185860","ENSG00000185860",48.1
"ENSG00000185862","ENSG00000185862",192.033333333333
"ENSG00000185863","ENSG00000185863",0.366666666666667
"ENSG00000185864","ENSG00000185864",1492.66666666667
"ENSG00000185869","ENSG00000185869",205.833333333333
"ENSG00000185873","ENSG00000185873",0.166666666666667
"ENSG00000185875","ENSG00000185875",203.466666666667
"ENSG00000185880","ENSG00000185880",891.366666666667
"ENSG00000185883","ENSG00000185883",2977.16666666667
"ENSG00000185885","ENSG00000185885",453.3
"ENSG00000185888","ENSG00000185888",0.333333333333333
"ENSG00000185894","ENSG00000185894",0
"ENSG00000185896","ENSG00000185896",2775.76666666667
"ENSG00000185897","ENSG00000185897",8.73333333333333
"ENSG00000185899","ENSG00000185899",1
"ENSG00000185900","ENSG00000185900",2028
"ENSG00000185903","ENSG00000185903",2.26666666666667
"ENSG00000185904","ENSG00000185904",135.2
"ENSG00000185905","ENSG00000185905",10.0666666666667
"ENSG00000185909","ENSG00000185909",141.466666666667
"ENSG00000185915","ENSG00000185915",75.8333333333333
"ENSG00000185917","ENSG00000185917",291.3
"ENSG00000185920","ENSG00000185920",1285.66666666667
"ENSG00000185924","ENSG00000185924",314.066666666667
"ENSG00000185926","ENSG00000185926",0
"ENSG00000185933","ENSG00000185933",32.4
"ENSG00000185940","ENSG00000185940",0.0666666666666667
"ENSG00000185942","ENSG00000185942",3505.86666666667
"ENSG00000185946","ENSG00000185946",1657.1
"ENSG00000185947","ENSG00000185947",168.266666666667
"ENSG00000185950","ENSG00000185950",3176.53333333333
"ENSG00000185955","ENSG00000185955",52.1333333333333
"ENSG00000185958","ENSG00000185958",37.7
"ENSG00000185960","ENSG00000185960",1.86666666666667
"ENSG00000185962","ENSG00000185962",0
"ENSG00000185963","ENSG00000185963",1001.8
"ENSG00000185966","ENSG00000185966",0
"ENSG00000185972","ENSG00000185972",8.2
"ENSG00000185973","ENSG00000185973",501.9
"ENSG00000185974","ENSG00000185974",7.6
"ENSG00000185982","ENSG00000185982",0.0333333333333333
"ENSG00000185985","ENSG00000185985",1690.8
"ENSG00000185986","ENSG00000185986",244.433333333333
"ENSG00000185988","ENSG00000185988",49.0333333333333
"ENSG00000185989","ENSG00000185989",1304.53333333333
"ENSG00000186001","ENSG00000186001",1532.5
"ENSG00000186007","ENSG00000186007",0.733333333333333
"ENSG00000186008","ENSG00000186008",0.0333333333333333
"ENSG00000186009","ENSG00000186009",1.3
"ENSG00000186010","ENSG00000186010",926.066666666667
"ENSG00000186017","ENSG00000186017",390.233333333333
"ENSG00000186019","ENSG00000186019",160.9
"ENSG00000186020","ENSG00000186020",909.166666666667
"ENSG00000186026","ENSG00000186026",119.366666666667
"ENSG00000186038","ENSG00000186038",9.06666666666667
"ENSG00000186047","ENSG00000186047",64.4
"ENSG00000186049","ENSG00000186049",0
"ENSG00000186051","ENSG00000186051",1.53333333333333
"ENSG00000186056","ENSG00000186056",108.166666666667
"ENSG00000186063","ENSG00000186063",1098.86666666667
"ENSG00000186073","ENSG00000186073",170.033333333333
"ENSG00000186074","ENSG00000186074",14.9
"ENSG00000186075","ENSG00000186075",0.166666666666667
"ENSG00000186076","ENSG00000186076",37.2333333333333
"ENSG00000186081","ENSG00000186081",9.93333333333333
"ENSG00000186082","ENSG00000186082",5.06666666666667
"ENSG00000186086","ENSG00000186086",1.16666666666667
"ENSG00000186088","ENSG00000186088",325.833333333333
"ENSG00000186090","ENSG00000186090",0.566666666666667
"ENSG00000186092","ENSG00000186092",0.233333333333333
"ENSG00000186094","ENSG00000186094",336.966666666667
"ENSG00000186103","ENSG00000186103",5.26666666666667
"ENSG00000186104","ENSG00000186104",136.233333333333
"ENSG00000186105","ENSG00000186105",48.4
"ENSG00000186106","ENSG00000186106",665.966666666667
"ENSG00000186111","ENSG00000186111",2543.96666666667
"ENSG00000186113","ENSG00000186113",0.0333333333333333
"ENSG00000186115","ENSG00000186115",4.43333333333333
"ENSG00000186118","ENSG00000186118",4.2
"ENSG00000186119","ENSG00000186119",0.133333333333333
"ENSG00000186124","ENSG00000186124",1.06666666666667
"ENSG00000186130","ENSG00000186130",288.2
"ENSG00000186132","ENSG00000186132",70.6333333333333
"ENSG00000186136","ENSG00000186136",2.03333333333333
"ENSG00000186141","ENSG00000186141",385.433333333333
"ENSG00000186143","ENSG00000186143",0.1
"ENSG00000186146","ENSG00000186146",0
"ENSG00000186148","ENSG00000186148",5.73333333333333
"ENSG00000186150","ENSG00000186150",5.73333333333333
"ENSG00000186152","ENSG00000186152",0.0333333333333333
"ENSG00000186153","ENSG00000186153",411.7
"ENSG00000186160","ENSG00000186160",29.5
"ENSG00000186162","ENSG00000186162",193.866666666667
"ENSG00000186163","ENSG00000186163",0.166666666666667
"ENSG00000186166","ENSG00000186166",475.266666666667
"ENSG00000186174","ENSG00000186174",886.5
"ENSG00000186184","ENSG00000186184",469.3
"ENSG00000186185","ENSG00000186185",13.7333333333333
"ENSG00000186187","ENSG00000186187",615.666666666667
"ENSG00000186188","ENSG00000186188",27.3666666666667
"ENSG00000186190","ENSG00000186190",0.0333333333333333
"ENSG00000186191","ENSG00000186191",0.2
"ENSG00000186193","ENSG00000186193",188.133333333333
"ENSG00000186197","ENSG00000186197",4.6
"ENSG00000186198","ENSG00000186198",12.3
"ENSG00000186204","ENSG00000186204",90
"ENSG00000186205","ENSG00000186205",263.433333333333
"ENSG00000186207","ENSG00000186207",0.166666666666667
"ENSG00000186212","ENSG00000186212",157.933333333333
"ENSG00000186222","ENSG00000186222",62.4333333333333
"ENSG00000186226","ENSG00000186226",0.0666666666666667
"ENSG00000186230","ENSG00000186230",260.333333333333
"ENSG00000186231","ENSG00000186231",1277.66666666667
"ENSG00000186234","ENSG00000186234",0
"ENSG00000186235","ENSG00000186235",81.3
"ENSG00000186244","ENSG00000186244",0.6
"ENSG00000186260","ENSG00000186260",6658.86666666667
"ENSG00000186265","ENSG00000186265",5.86666666666667
"ENSG00000186268","ENSG00000186268",0.6
"ENSG00000186272","ENSG00000186272",452.833333333333
"ENSG00000186280","ENSG00000186280",26.6
"ENSG00000186281","ENSG00000186281",157.7
"ENSG00000186283","ENSG00000186283",158.166666666667
"ENSG00000186288","ENSG00000186288",174.366666666667
"ENSG00000186297","ENSG00000186297",825.333333333333
"ENSG00000186298","ENSG00000186298",1259.3
"ENSG00000186300","ENSG00000186300",544.333333333333
"ENSG00000186301","ENSG00000186301",26.1333333333333
"ENSG00000186306","ENSG00000186306",0.0333333333333333
"ENSG00000186310","ENSG00000186310",1596.63333333333
"ENSG00000186312","ENSG00000186312",240
"ENSG00000186314","ENSG00000186314",157.933333333333
"ENSG00000186318","ENSG00000186318",4616.56666666667
"ENSG00000186326","ENSG00000186326",30.4333333333333
"ENSG00000186328","ENSG00000186328",0.1
"ENSG00000186329","ENSG00000186329",4
"ENSG00000186334","ENSG00000186334",2.8
"ENSG00000186335","ENSG00000186335",0.933333333333333
"ENSG00000186340","ENSG00000186340",1256.13333333333
"ENSG00000186350","ENSG00000186350",1830.76666666667
"ENSG00000186352","ENSG00000186352",179.366666666667
"ENSG00000186364","ENSG00000186364",41.2
"ENSG00000186367","ENSG00000186367",2.63333333333333
"ENSG00000186369","ENSG00000186369",187.133333333333
"ENSG00000186376","ENSG00000186376",212.6
"ENSG00000186377","ENSG00000186377",216.266666666667
"ENSG00000186393","ENSG00000186393",0
"ENSG00000186395","ENSG00000186395",34.9
"ENSG00000186399","ENSG00000186399",194.333333333333
"ENSG00000186407","ENSG00000186407",4.73333333333333
"ENSG00000186409","ENSG00000186409",536.533333333333
"ENSG00000186416","ENSG00000186416",560.166666666667
"ENSG00000186417","ENSG00000186417",2291.26666666667
"ENSG00000186431","ENSG00000186431",18.9666666666667
"ENSG00000186432","ENSG00000186432",2030.6
"ENSG00000186439","ENSG00000186439",13.7
"ENSG00000186440","ENSG00000186440",0
"ENSG00000186442","ENSG00000186442",1.63333333333333
"ENSG00000186446","ENSG00000186446",94.3
"ENSG00000186448","ENSG00000186448",729.9
"ENSG00000186451","ENSG00000186451",22.7666666666667
"ENSG00000186452","ENSG00000186452",7.53333333333333
"ENSG00000186453","ENSG00000186453",59
"ENSG00000186458","ENSG00000186458",0.0666666666666667
"ENSG00000186462","ENSG00000186462",1157.5
"ENSG00000186466","ENSG00000186466",3.2
"ENSG00000186468","ENSG00000186468",2525.6
"ENSG00000186469","ENSG00000186469",1363.86666666667
"ENSG00000186470","ENSG00000186470",232.766666666667
"ENSG00000186471","ENSG00000186471",1.86666666666667
"ENSG00000186472","ENSG00000186472",7145.13333333333
"ENSG00000186474","ENSG00000186474",0.1
"ENSG00000186479","ENSG00000186479",1288.13333333333
"ENSG00000186480","ENSG00000186480",1357.36666666667
"ENSG00000186481","ENSG00000186481",99.1333333333333
"ENSG00000186487","ENSG00000186487",3748
"ENSG00000186493","ENSG00000186493",2.66666666666667
"ENSG00000186496","ENSG00000186496",55.8666666666667
"ENSG00000186501","ENSG00000186501",611.9
"ENSG00000186508","ENSG00000186508",0.333333333333333
"ENSG00000186509","ENSG00000186509",0.766666666666667
"ENSG00000186510","ENSG00000186510",2.93333333333333
"ENSG00000186513","ENSG00000186513",0.933333333333333
"ENSG00000186517","ENSG00000186517",165.666666666667
"ENSG00000186522","ENSG00000186522",633.8
"ENSG00000186523","ENSG00000186523",562.233333333333
"ENSG00000186526","ENSG00000186526",0.466666666666667
"ENSG00000186529","ENSG00000186529",215.333333333333
"ENSG00000186532","ENSG00000186532",447.566666666667
"ENSG00000186543","ENSG00000186543",0.366666666666667
"ENSG00000186562","ENSG00000186562",0
"ENSG00000186564","ENSG00000186564",3.93333333333333
"ENSG00000186566","ENSG00000186566",2000.1
"ENSG00000186567","ENSG00000186567",108.2
"ENSG00000186572","ENSG00000186572",0
"ENSG00000186575","ENSG00000186575",1719.8
"ENSG00000186577","ENSG00000186577",394.733333333333
"ENSG00000186579","ENSG00000186579",0
"ENSG00000186583","ENSG00000186583",11.7333333333333
"ENSG00000186591","ENSG00000186591",2175.43333333333
"ENSG00000186594","ENSG00000186594",126.766666666667
"ENSG00000186599","ENSG00000186599",0
"ENSG00000186603","ENSG00000186603",35.4
"ENSG00000186615","ENSG00000186615",97.6
"ENSG00000186625","ENSG00000186625",112.766666666667
"ENSG00000186628","ENSG00000186628",43.1
"ENSG00000186635","ENSG00000186635",1461.56666666667
"ENSG00000186638","ENSG00000186638",112.233333333333
"ENSG00000186642","ENSG00000186642",2359.9
"ENSG00000186645","ENSG00000186645",76.8666666666667
"ENSG00000186648","ENSG00000186648",262.333333333333
"ENSG00000186652","ENSG00000186652",0.233333333333333
"ENSG00000186654","ENSG00000186654",141.1
"ENSG00000186660","ENSG00000186660",2330.83333333333
"ENSG00000186665","ENSG00000186665",89.3666666666667
"ENSG00000186666","ENSG00000186666",87.1333333333333
"ENSG00000186675","ENSG00000186675",87.6
"ENSG00000186676","ENSG00000186676",5.33333333333333
"ENSG00000186678","ENSG00000186678",0
"ENSG00000186684","ENSG00000186684",7.23333333333333
"ENSG00000186687","ENSG00000186687",928.5
"ENSG00000186704","ENSG00000186704",16.8
"ENSG00000186710","ENSG00000186710",12.7
"ENSG00000186714","ENSG00000186714",9.46666666666667
"ENSG00000186715","ENSG00000186715",36.1
"ENSG00000186716","ENSG00000186716",2883.66666666667
"ENSG00000186723","ENSG00000186723",1.56666666666667
"ENSG00000186732","ENSG00000186732",1220.3
"ENSG00000186743","ENSG00000186743",7.2
"ENSG00000186765","ENSG00000186765",31.8
"ENSG00000186766","ENSG00000186766",0.133333333333333
"ENSG00000186767","ENSG00000186767",196.633333333333
"ENSG00000186777","ENSG00000186777",38.2333333333333
"ENSG00000186787","ENSG00000186787",83.5
"ENSG00000186788","ENSG00000186788",0
"ENSG00000186790","ENSG00000186790",1.96666666666667
"ENSG00000186792","ENSG00000186792",58.2
"ENSG00000186795","ENSG00000186795",0.566666666666667
"ENSG00000186803","ENSG00000186803",0.666666666666667
"ENSG00000186806","ENSG00000186806",59.8666666666667
"ENSG00000186810","ENSG00000186810",7.16666666666667
"ENSG00000186812","ENSG00000186812",1374.26666666667
"ENSG00000186814","ENSG00000186814",1042.9
"ENSG00000186815","ENSG00000186815",1860.03333333333
"ENSG00000186818","ENSG00000186818",90.6
"ENSG00000186825","ENSG00000186825",1.06666666666667
"ENSG00000186827","ENSG00000186827",7.33333333333333
"ENSG00000186831","ENSG00000186831",4.93333333333333
"ENSG00000186832","ENSG00000186832",0.833333333333333
"ENSG00000186834","ENSG00000186834",1130.9
"ENSG00000186838","ENSG00000186838",3.86666666666667
"ENSG00000186844","ENSG00000186844",0.0666666666666667
"ENSG00000186847","ENSG00000186847",0.1
"ENSG00000186854","ENSG00000186854",118
"ENSG00000186860","ENSG00000186860",0.0333333333333333
"ENSG00000186862","ENSG00000186862",300.066666666667
"ENSG00000186866","ENSG00000186866",314.2
"ENSG00000186867","ENSG00000186867",14.3333333333333
"ENSG00000186868","ENSG00000186868",8387.86666666667
"ENSG00000186871","ENSG00000186871",57.0666666666667
"ENSG00000186881","ENSG00000186881",2.86666666666667
"ENSG00000186886","ENSG00000186886",0.3
"ENSG00000186889","ENSG00000186889",66.4333333333333
"ENSG00000186891","ENSG00000186891",4.43333333333333
"ENSG00000186895","ENSG00000186895",0
"ENSG00000186897","ENSG00000186897",3.66666666666667
"ENSG00000186907","ENSG00000186907",345
"ENSG00000186908","ENSG00000186908",1713.9
"ENSG00000186910","ENSG00000186910",0
"ENSG00000186912","ENSG00000186912",15.4333333333333
"ENSG00000186918","ENSG00000186918",892.5
"ENSG00000186919","ENSG00000186919",190.233333333333
"ENSG00000186924","ENSG00000186924",0
"ENSG00000186925","ENSG00000186925",0
"ENSG00000186930","ENSG00000186930",0.0666666666666667
"ENSG00000186940","ENSG00000186940",0.5
"ENSG00000186943","ENSG00000186943",1.5
"ENSG00000186951","ENSG00000186951",1238.03333333333
"ENSG00000186952","ENSG00000186952",213.2
"ENSG00000186960","ENSG00000186960",167.666666666667
"ENSG00000186965","ENSG00000186965",0.0333333333333333
"ENSG00000186967","ENSG00000186967",0
"ENSG00000186970","ENSG00000186970",0
"ENSG00000186971","ENSG00000186971",0
"ENSG00000186973","ENSG00000186973",7.46666666666667
"ENSG00000186976","ENSG00000186976",229.9
"ENSG00000186977","ENSG00000186977",0
"ENSG00000186980","ENSG00000186980",0
"ENSG00000186994","ENSG00000186994",139.866666666667
"ENSG00000186998","ENSG00000186998",251.966666666667
"ENSG00000187003","ENSG00000187003",3.1
"ENSG00000187005","ENSG00000187005",0
"ENSG00000187010","ENSG00000187010",51.7333333333333
"ENSG00000187012","ENSG00000187012",0.4
"ENSG00000187013","ENSG00000187013",2.83333333333333
"ENSG00000187017","ENSG00000187017",5.2
"ENSG00000187021","ENSG00000187021",0.1
"ENSG00000187024","ENSG00000187024",72.9
"ENSG00000187026","ENSG00000187026",0
"ENSG00000187033","ENSG00000187033",0.566666666666667
"ENSG00000187037","ENSG00000187037",7.16666666666667
"ENSG00000187045","ENSG00000187045",10.6666666666667
"ENSG00000187048","ENSG00000187048",5.16666666666667
"ENSG00000187049","ENSG00000187049",96.9
"ENSG00000187051","ENSG00000187051",218.8
"ENSG00000187054","ENSG00000187054",21.7
"ENSG00000187066","ENSG00000187066",53.5
"ENSG00000187068","ENSG00000187068",1557.3
"ENSG00000187079","ENSG00000187079",1794.3
"ENSG00000187080","ENSG00000187080",30.9333333333333
"ENSG00000187082","ENSG00000187082",0
"ENSG00000187091","ENSG00000187091",414.966666666667
"ENSG00000187094","ENSG00000187094",1171.23333333333
"ENSG00000187097","ENSG00000187097",507.866666666667
"ENSG00000187098","ENSG00000187098",307.8
"ENSG00000187103","ENSG00000187103",2.83333333333333
"ENSG00000187105","ENSG00000187105",91.4333333333333
"ENSG00000187109","ENSG00000187109",4207.6
"ENSG00000187116","ENSG00000187116",5
"ENSG00000187118","ENSG00000187118",141.133333333333
"ENSG00000187122","ENSG00000187122",2563.76666666667
"ENSG00000187123","ENSG00000187123",193.266666666667
"ENSG00000187134","ENSG00000187134",180.9
"ENSG00000187135","ENSG00000187135",504.7
"ENSG00000187140","ENSG00000187140",0.6
"ENSG00000187144","ENSG00000187144",3.03333333333333
"ENSG00000187147","ENSG00000187147",3989.6
"ENSG00000187151","ENSG00000187151",3.86666666666667
"ENSG00000187164","ENSG00000187164",6652.3
"ENSG00000187166","ENSG00000187166",6.63333333333333
"ENSG00000187170","ENSG00000187170",0
"ENSG00000187172","ENSG00000187172",0.533333333333333
"ENSG00000187173","ENSG00000187173",0.0333333333333333
"ENSG00000187175","ENSG00000187175",0
"ENSG00000187180","ENSG00000187180",0
"ENSG00000187185","ENSG00000187185",3.73333333333333
"ENSG00000187186","ENSG00000187186",45.8666666666667
"ENSG00000187187","ENSG00000187187",498.466666666667
"ENSG00000187189","ENSG00000187189",3425.7
"ENSG00000187191","ENSG00000187191",0
"ENSG00000187193","ENSG00000187193",1089.3
"ENSG00000187210","ENSG00000187210",276.3
"ENSG00000187223","ENSG00000187223",0.0333333333333333
"ENSG00000187229","ENSG00000187229",54.8
"ENSG00000187231","ENSG00000187231",2799.63333333333
"ENSG00000187238","ENSG00000187238",0
"ENSG00000187239","ENSG00000187239",3709.26666666667
"ENSG00000187240","ENSG00000187240",1553.5
"ENSG00000187242","ENSG00000187242",2.03333333333333
"ENSG00000187243","ENSG00000187243",488.333333333333
"ENSG00000187244","ENSG00000187244",407.033333333333
"ENSG00000187257","ENSG00000187257",650.966666666667
"ENSG00000187258","ENSG00000187258",2.9
"ENSG00000187260","ENSG00000187260",87
"ENSG00000187266","ENSG00000187266",152.3
"ENSG00000187268","ENSG00000187268",1.36666666666667
"ENSG00000187272","ENSG00000187272",0.0333333333333333
"ENSG00000187288","ENSG00000187288",1.76666666666667
"ENSG00000187323","ENSG00000187323",538.3
"ENSG00000187325","ENSG00000187325",589.333333333333
"ENSG00000187372","ENSG00000187372",417.3
"ENSG00000187391","ENSG00000187391",5591.26666666667
"ENSG00000187398","ENSG00000187398",373.333333333333
"ENSG00000187416","ENSG00000187416",219.433333333333
"ENSG00000187446","ENSG00000187446",1822.16666666667
"ENSG00000187472","ENSG00000187472",0.133333333333333
"ENSG00000187474","ENSG00000187474",31.3666666666667
"ENSG00000187475","ENSG00000187475",6.53333333333333
"ENSG00000187479","ENSG00000187479",347.366666666667
"ENSG00000187481","ENSG00000187481",8.1
"ENSG00000187483","ENSG00000187483",0.0666666666666667
"ENSG00000187486","ENSG00000187486",209.266666666667
"ENSG00000187492","ENSG00000187492",2.63333333333333
"ENSG00000187498","ENSG00000187498",552.733333333333
"ENSG00000187504","ENSG00000187504",3.53333333333333
"ENSG00000187510","ENSG00000187510",3.5
"ENSG00000187513","ENSG00000187513",106.766666666667
"ENSG00000187514","ENSG00000187514",6906.3
"ENSG00000187516","ENSG00000187516",0.333333333333333
"ENSG00000187522","ENSG00000187522",80.6
"ENSG00000187527","ENSG00000187527",41.3333333333333
"ENSG00000187531","ENSG00000187531",270.266666666667
"ENSG00000187533","ENSG00000187533",0.166666666666667
"ENSG00000187534","ENSG00000187534",7.03333333333333
"ENSG00000187535","ENSG00000187535",559.333333333333
"ENSG00000187536","ENSG00000187536",5.53333333333333
"ENSG00000187537","ENSG00000187537",0.433333333333333
"ENSG00000187545","ENSG00000187545",0
"ENSG00000187546","ENSG00000187546",30.8333333333333
"ENSG00000187550","ENSG00000187550",0.366666666666667
"ENSG00000187553","ENSG00000187553",17.2666666666667
"ENSG00000187554","ENSG00000187554",95.1333333333333
"ENSG00000187555","ENSG00000187555",1823.9
"ENSG00000187556","ENSG00000187556",24
"ENSG00000187559","ENSG00000187559",23.2333333333333
"ENSG00000187566","ENSG00000187566",71.1333333333333
"ENSG00000187569","ENSG00000187569",0.366666666666667
"ENSG00000187581","ENSG00000187581",0.666666666666667
"ENSG00000187583","ENSG00000187583",1.43333333333333
"ENSG00000187589","ENSG00000187589",1.5
"ENSG00000187595","ENSG00000187595",42.3333333333333
"ENSG00000187600","ENSG00000187600",1.26666666666667
"ENSG00000187601","ENSG00000187601",482.666666666667
"ENSG00000187605","ENSG00000187605",1601.36666666667
"ENSG00000187607","ENSG00000187607",379
"ENSG00000187608","ENSG00000187608",60.3333333333333
"ENSG00000187609","ENSG00000187609",332.933333333333
"ENSG00000187612","ENSG00000187612",0
"ENSG00000187616","ENSG00000187616",1.23333333333333
"ENSG00000187621","ENSG00000187621",1.83333333333333
"ENSG00000187624","ENSG00000187624",79.1666666666667
"ENSG00000187626","ENSG00000187626",132.833333333333
"ENSG00000187627","ENSG00000187627",130.333333333333
"ENSG00000187630","ENSG00000187630",110.566666666667
"ENSG00000187634","ENSG00000187634",85.7666666666667
"ENSG00000187642","ENSG00000187642",5.4
"ENSG00000187650","ENSG00000187650",197.7
"ENSG00000187653","ENSG00000187653",0
"ENSG00000187657","ENSG00000187657",0.0333333333333333
"ENSG00000187658","ENSG00000187658",0.333333333333333
"ENSG00000187664","ENSG00000187664",796.466666666667
"ENSG00000187672","ENSG00000187672",1208
"ENSG00000187676","ENSG00000187676",264.466666666667
"ENSG00000187678","ENSG00000187678",463.6
"ENSG00000187682","ENSG00000187682",4.66666666666667
"ENSG00000187686","ENSG00000187686",9.03333333333333
"ENSG00000187688","ENSG00000187688",114.3
"ENSG00000187689","ENSG00000187689",0
"ENSG00000187690","ENSG00000187690",29.1
"ENSG00000187699","ENSG00000187699",623.1
"ENSG00000187701","ENSG00000187701",1.5
"ENSG00000187713","ENSG00000187713",349.633333333333
"ENSG00000187714","ENSG00000187714",0.7
"ENSG00000187715","ENSG00000187715",167.533333333333
"ENSG00000187720","ENSG00000187720",428.866666666667
"ENSG00000187721","ENSG00000187721",0
"ENSG00000187726","ENSG00000187726",7.66666666666667
"ENSG00000187730","ENSG00000187730",533.3
"ENSG00000187733","ENSG00000187733",0
"ENSG00000187735","ENSG00000187735",1115.43333333333
"ENSG00000187736","ENSG00000187736",234.6
"ENSG00000187741","ENSG00000187741",97.6
"ENSG00000187742","ENSG00000187742",1255.26666666667
"ENSG00000187747","ENSG00000187747",3.03333333333333
"ENSG00000187753","ENSG00000187753",40.5666666666667
"ENSG00000187754","ENSG00000187754",0
"ENSG00000187758","ENSG00000187758",1.3
"ENSG00000187762","ENSG00000187762",11.5666666666667
"ENSG00000187763","ENSG00000187763",2.96666666666667
"ENSG00000187764","ENSG00000187764",6375.7
"ENSG00000187766","ENSG00000187766",0
"ENSG00000187772","ENSG00000187772",18.5666666666667
"ENSG00000187773","ENSG00000187773",260.166666666667
"ENSG00000187775","ENSG00000187775",670.833333333333
"ENSG00000187778","ENSG00000187778",425.466666666667
"ENSG00000187783","ENSG00000187783",13.2
"ENSG00000187790","ENSG00000187790",217.633333333333
"ENSG00000187791","ENSG00000187791",2.23333333333333
"ENSG00000187792","ENSG00000187792",487.433333333333
"ENSG00000187796","ENSG00000187796",120.266666666667
"ENSG00000187800","ENSG00000187800",186.8
"ENSG00000187801","ENSG00000187801",134.266666666667
"ENSG00000187806","ENSG00000187806",0.166666666666667
"ENSG00000187808","ENSG00000187808",7
"ENSG00000187812","ENSG00000187812",0
"ENSG00000187815","ENSG00000187815",82.3
"ENSG00000187821","ENSG00000187821",0
"ENSG00000187823","ENSG00000187823",3.96666666666667
"ENSG00000187824","ENSG00000187824",133.2
"ENSG00000187833","ENSG00000187833",0.8
"ENSG00000187837","ENSG00000187837",359.666666666667
"ENSG00000187838","ENSG00000187838",157.9
"ENSG00000187840","ENSG00000187840",63.8333333333333
"ENSG00000187847","ENSG00000187847",0.4
"ENSG00000187848","ENSG00000187848",2.5
"ENSG00000187855","ENSG00000187855",0.333333333333333
"ENSG00000187857","ENSG00000187857",0.1
"ENSG00000187860","ENSG00000187860",104.266666666667
"ENSG00000187862","ENSG00000187862",2.7
"ENSG00000187866","ENSG00000187866",405.9
"ENSG00000187867","ENSG00000187867",36.1666666666667
"ENSG00000187870","ENSG00000187870",0.666666666666667
"ENSG00000187871","ENSG00000187871",1.06666666666667
"ENSG00000187889","ENSG00000187889",15.5666666666667
"ENSG00000187893","ENSG00000187893",0.133333333333333
"ENSG00000187900","ENSG00000187900",0
"ENSG00000187902","ENSG00000187902",1611.96666666667
"ENSG00000187904","ENSG00000187904",2.66666666666667
"ENSG00000187905","ENSG00000187905",14.9666666666667
"ENSG00000187908","ENSG00000187908",92.9666666666667
"ENSG00000187912","ENSG00000187912",11.4666666666667
"ENSG00000187918","ENSG00000187918",9.46666666666667
"ENSG00000187922","ENSG00000187922",21.2
"ENSG00000187942","ENSG00000187942",13.2333333333333
"ENSG00000187944","ENSG00000187944",9.66666666666667
"ENSG00000187950","ENSG00000187950",15.5333333333333
"ENSG00000187951","ENSG00000187951",47.4
"ENSG00000187952","ENSG00000187952",22.7333333333333
"ENSG00000187953","ENSG00000187953",207.533333333333
"ENSG00000187954","ENSG00000187954",1017.66666666667
"ENSG00000187955","ENSG00000187955",96.9666666666667
"ENSG00000187957","ENSG00000187957",3782.03333333333
"ENSG00000187959","ENSG00000187959",3.13333333333333
"ENSG00000187961","ENSG00000187961",98
"ENSG00000187969","ENSG00000187969",0.0333333333333333
"ENSG00000187979","ENSG00000187979",0.333333333333333
